,Portfolio,Annualized Return,Annualized Volatility,Sharpe Ratio
0,9937,0.21860427363874363,0.1903887246858359,1.0536562707154251
0,9936,0.21589775077400872,0.16627808792305374,1.190161333016935
0,9935,0.18769968408471302,0.16865000475411535,1.0062240100860245
0,9934,0.2577705560187081,0.2042313963157593,1.174014183637085
0,9933,0.2001813859041357,0.1667576248654041,1.0924920887496488
0,9932,0.2523470233324191,0.17875954848156306,1.3109622692775442
0,9931,0.21293434596656804,0.1964458805537949,0.9923055928535345
0,9930,0.2355876097268084,0.21117340058507214,1.0303741338822276
0,9929,0.20385295091027072,0.18843549164157164,0.9862948284911569
0,9928,0.24492312110166106,0.18635804455083,1.2176727956585034
0,9927,0.16157038407384688,0.17859652842394969,0.8038811579418931
0,9926,0.24630840201401338,0.18333465805721288,1.2453095581238418
0,9925,0.20740081799614385,0.18469501235555721,1.0254787911193155
0,9924,0.2961176850075844,0.20069127956316157,1.3857985539429238
0,9923,0.2453666422963254,0.20133370756948307,1.12930241558214
0,9922,0.21109310415469165,0.18918229534664469,1.0206721712562008
0,9921,0.18564786132225986,0.1681755396999101,0.9968623357558906
0,9920,0.24103061687663788,0.18776258168807045,1.187833139443929
0,9919,0.24654259566415607,0.20924903716596976,1.0922038101560452
0,9918,0.21009634388337908,0.18712327240305468,1.0265764456577728
0,9917,0.43369977273695304,0.2314238086208092,1.7962705532086471
0,9916,0.20694826152029566,0.19001457130018878,0.9943882736329283
0,9915,0.1871056746254164,0.16611112042632528,1.0180274155722122
0,9914,0.16026707200363446,,
0,9913,0.29048424363770886,0.21083334994319725,1.2924152830238744
0,9912,0.25976795240516837,0.20490569540221876,1.1798986452308757
0,9911,0.1821238156548592,0.15580373875417716,1.0534010092903434
0,9910,0.2391552330246136,0.1941122506721675,1.1393162062610798
0,9909,0.2108633548565818,0.18039898842085025,1.069093327766637
0,9908,0.22374869466605046,0.18069399045965656,1.1386582040866924
0,9907,0.1991634396528718,0.1730473257966842,1.0469011226774076
0,9906,0.2265983026366392,0.17934543881625054,1.163109048178024
0,9905,0.18682427855929937,0.18842486332956757,0.8959766539090679
0,9904,0.18836159263021718,0.1672299426635099,1.0187266102997392
0,9903,0.22564868909574262,0.1790883066297278,1.1594765342500253
0,9902,0.18520267940461255,0.19543023551192265,0.8555619808093206
0,9901,0.26911381478565105,0.20880393804702865,1.2026296876119884
0,9900,0.21925794666786194,0.2037921318411866,0.9875648527230702
0,9899,0.22034837969251173,0.20441961840676942,0.9898677106903889
0,9898,0.17347911846149985,0.19497381718899903,0.7974358849977546
0,9897,0.24670638795348016,0.1809225044933691,1.2641124363932423
0,9896,0.22143368045765963,0.19446249266208288,1.046133255173099
0,9895,0.21313192822106544,0.17362468172282763,1.1238720571570102
0,9894,0.27573312824202667,0.20200526300168462,1.2758733332600216
0,9893,0.20147261215529494,0.16735201541814293,1.096327472943026
0,9892,0.22632339693086614,0.17816672020439675,1.1692609971821506
0,9891,0.18502012196453524,0.18497868995421196,0.9029154764036764
0,9890,0.14718204877136334,,
0,9889,0.19911863631712187,0.19632198210352894,0.9225591264742341
0,9888,0.16101317834386097,,
0,9887,0.16159531473756342,,
0,9886,0.20943896833894446,0.17531302177443595,1.0919837351572022
0,9885,0.20093273598918898,0.1639673372207152,1.1156657117810276
0,9884,0.20734043252115567,0.16517370968623465,1.1463109527589368
0,9883,0.22463748624395818,,
0,9882,0.21657775993369938,0.17163947043299554,1.1569469390271743
0,9881,0.22037217864720307,0.19737512533580365,1.0253175434487893
0,9880,0.2174792325805645,0.1758348594010739,1.1344692017272782
0,9879,0.19589761045528126,0.18735993463045456,0.9494965442113512
0,9878,0.21173817510366066,0.1974195266229464,0.9813526474191341
0,9877,0.1917672474220063,0.171098630698193,1.015596949624457
0,9876,0.2598245813050159,0.1756088875569234,1.377063454300562
0,9875,0.208532117174521,0.17030396033708842,1.1187767847406151
0,9874,0.27477166137431847,0.1908227045877525,1.3456033019186058
0,9873,0.1946177148614235,0.19868935423677075,0.8889138300331618
0,9872,0.20248196186135148,0.18392674101948184,1.0030187064631937
0,9871,0.22510431866243136,0.16789909708798317,1.2335046599679074
0,9870,0.213905621016663,,
0,9869,0.22626527138986263,0.20411143851251196,1.020350808889606
0,9868,0.14166619418817125,,
0,9867,0.2730886430247876,0.21515274572774232,1.185616489168959
0,9866,0.2349226478441753,0.19964654062170026,1.0865334664386228
0,9865,0.22166757489491096,0.1839431800153883,1.1072309116210373
0,9864,0.320777831043318,0.20874954217020142,1.450435904651957
0,9863,0.19473313042599008,,
0,9862,0.1345957793007308,,
0,9861,0.19850163457093392,0.1953795285666786,0.9238513159239855
0,9860,0.2537131029555059,0.2114337158773046,1.114832144804619
0,9859,0.2407156135854633,0.21354408901753233,1.0429490912632005
0,9858,0.1801478614999744,0.15559124009306244,1.0421400420935671
0,9857,0.17694068330520515,0.15947574558174266,0.9966448673772574
0,9856,0.23141982128532637,0.23547784404541824,0.9063265469857225
0,9855,0.22357046839492423,0.17431098701305844,1.179331675630544
0,9854,0.3545940334329012,0.19358429949885397,1.7387465528158383
0,9853,0.2277752791602103,0.1701412818269458,1.2329475651510435
0,9852,0.19606402596133463,0.18842925432498805,0.9449914059216289
0,9851,0.26637737303638187,0.20968356754311626,1.1845342767992975
0,9850,0.19553599413887457,0.17103522918244693,1.038008338910653
0,9849,0.21407586829957323,0.18566860117000908,1.0560529193626802
0,9848,0.22643386871823742,0.18416557823913626,1.1317743017513793
0,9847,0.16622729094169192,0.165223851873993,0.8971301011353773
0,9846,0.2560310089728007,0.19778629873406417,1.2034757235274827
0,9845,0.30155414766032995,0.20409904891947617,1.389296761359243
0,9844,0.2430844215329359,0.1813718808928945,1.2410105713457038
0,9843,0.2356059057741823,0.20920102486893957,1.040176098135792
0,9842,0.25081802208120896,0.19046375149156755,1.2223744426850511
0,9841,0.3447886957091165,0.22492790676792962,1.4528597202759825
0,9840,0.24597776176403435,0.1875384506948458,1.2156321059460473
0,9839,0.22879285829123241,0.19430531581236857,1.084853790077391
0,9838,0.22000869520861663,0.18355037041243638,1.1005627215826617
0,9837,0.22111076144992065,0.1714164663150401,1.1848964444094348
0,9836,0.15360289084367323,,
0,9835,0.21746502583086982,0.18113447595172097,1.1011985696418976
0,9834,0.2435212156567846,0.20139786195522585,1.1197795918355966
0,9833,0.23262650042098681,0.1740631572491766,1.233038075448342
0,9832,0.20695458628398178,0.1848996799719026,1.0219303046532875
0,9831,0.16286774158059475,,
0,9830,0.24100062307219497,0.18236994235361528,1.22279263893058
0,9829,0.2815413411908143,0.2375538251737084,1.1093963273296181
0,9828,0.19486807866932668,0.18912245823366447,0.9352039959781124
0,9827,0.25135473964535887,0.19444256505329605,1.2001216893091138
0,9826,0.2321653253421965,0.22224663183380317,0.9636381148954829
0,9825,0.22072870320289678,0.17470346756684219,1.1604160239425818
0,9824,0.25694376526806567,0.20998780899363026,1.1378935111195612
0,9823,0.18398564590771108,,
0,9822,0.21650121432239858,0.19492222771074885,1.0183611004947097
0,9821,0.18160858038938948,0.16987192603889345,0.9631290125710948
0,9820,0.2501866946415994,0.19543923609770056,1.1880249804370333
0,9819,0.20185787731034457,0.212348550774633,0.8658306197035187
0,9818,0.2218608972602712,0.21125938766482488,0.9649791164959173
0,9817,0.2908309885180539,0.21527174317252257,1.2673794734843686
0,9816,0.2216974787656704,0.1871106245267611,1.0886473137528168
0,9815,0.2391872427130858,0.23409119556901642,0.9448763853567224
0,9814,0.17939191070039867,0.15641100503597094,1.0318449821563531
0,9813,0.17681947539951293,0.17776547485319494,0.8934213774112871
0,9812,0.2021767846670779,0.17895488776891047,1.0291799624099154
0,9811,0.1992683038921186,0.16268617767553864,1.1142206823104552
0,9810,0.2173559220566731,0.19592631790059978,1.0175045608615647
0,9809,0.20036607096319065,0.17691625573074632,1.0308044911414955
0,9808,0.2195524485499678,,
0,9807,0.15265004205728322,,
0,9806,0.22089402178072787,0.17706530651340657,1.1458711239141908
0,9805,0.20137546486117924,0.18654165416758017,0.983026904524195
0,9804,0.18359104778745414,0.16025694157029982,1.0332847124429516
0,9803,0.29951456654355435,0.21919665495310212,1.2843013804375134
0,9802,0.3415886460598412,0.24265051920654748,1.3335584325883845
0,9801,0.20458824555150684,0.18796257181658305,0.9926882982511153
0,9800,0.18002615030556623,0.1561649903531444,1.0375318433354856
0,9799,0.22874061936231668,0.16904034245317154,1.2466883130025437
0,9798,0.21086358470106478,0.1703152627784449,1.1323916691597509
0,9797,0.2018811277400649,0.1892103615337335,0.9718343448505146
0,9796,0.24536326874184045,0.22877739284672616,0.993818776902344
0,9795,0.1958569491123772,0.17531770752055764,1.01448365728557
0,9794,0.15006911371983755,,
0,9793,0.16745454631953374,,
0,9792,0.22263383607712103,0.17809544145408998,1.149012206075315
0,9791,0.20631140442750326,0.18793298802677083,1.002013570926029
0,9790,0.18653275635986447,,
0,9789,0.22610498665333834,0.1991916319427676,1.0447476363521726
0,9788,0.20898768883757715,0.19173980880561864,0.9960773927296237
0,9787,0.20370427104104114,0.17861224469137071,1.0397062718848025
0,9786,0.2137469304174011,0.1887394759923711,1.0371276564597076
0,9785,0.2258252857988136,0.17248787952357558,1.204868923966383
0,9784,0.27553962021918676,0.18393199871520363,1.4001893200647244
0,9783,0.2057882793010819,0.1737225636460102,1.0809665443559366
0,9782,0.21528992403962488,,
0,9781,0.17307845154313714,0.16290739347003427,0.9519423780582604
0,9780,0.18523012012914136,,
0,9779,0.17763424180029566,0.1676104871120149,0.952412015207684
0,9778,0.1586807501644805,,
0,9777,0.21246957832938182,0.2060145974562035,0.9439601888925564
0,9776,0.20943608128996838,0.20138867595039633,0.9505801673631374
0,9775,0.21967150370524768,0.18179838759652978,1.1093140394227416
0,9774,0.19618227289902956,0.18164727581237464,0.9809245533804531
0,9773,0.17324467448716382,0.1753989155850604,0.8850948363581946
0,9772,0.1588580184934158,,
0,9771,0.22284388196450755,0.19881537285901665,1.030322147723284
0,9770,0.20359108680626636,,
0,9769,0.24607913112337443,0.21883486125128523,1.0422431317351861
0,9768,0.27328597782349745,0.22500416175486163,1.134583359847483
0,9767,0.20441747342069866,0.16563099407821566,1.125498729619814
0,9766,0.1761461838741304,,
0,9765,0.21813842501250896,0.17819083196863295,1.1231690362596178
0,9764,0.2095520845489592,0.1528646612307342,1.2530828446990123
0,9763,0.20519224035270997,0.179025137976802,1.0456198636024303
0,9762,0.21171740975366615,0.20322411701198742,0.9532205754016858
0,9761,0.2255792973566079,0.17565204342558016,1.1817642044372494
0,9760,0.24842188634670676,0.1865118309717438,1.2354277213739606
0,9759,0.18600916352240812,0.1756890267991617,0.9562871773116896
0,9758,0.22605907997315283,0.18046753102036767,1.1528892693149948
0,9757,0.22274532277704748,0.19540411873774635,1.047804540148092
0,9756,0.2888342033835113,0.18667656410037248,1.4508205927654036
0,9755,0.21018710415817324,0.1741805368802083,1.1033787563207988
0,9754,0.20538293560495047,0.17891941225377425,1.047303549931026
0,9753,0.2073345155156756,0.16315383180844442,1.1604662508813732
0,9752,0.19172697057057742,0.17507121357860211,0.9923217359350676
0,9751,0.1989034620771615,0.1895411174605062,0.9544285931249483
0,9750,0.17142262646401005,,
0,9749,0.20397046273607433,0.16325585443535875,1.1391350305891141
0,9748,0.1952002639672492,0.18320090963055333,0.967245546567399
0,9747,0.2634594179017993,0.2155717843487613,1.1386435318672528
0,9746,0.2303955254691678,0.18132797060917932,1.171333494527158
0,9745,0.2216416112748306,0.19956968080987095,1.0204035525257915
0,9744,0.20215063532777863,0.1901138697172273,0.9686333543243411
0,9743,0.20099087789325149,0.17852568119768486,1.0250115090759533
0,9742,0.26261286231066044,0.24012083590283098,1.0187073578639683
0,9741,0.225741447389065,0.20240444283446657,1.026368020779876
0,9740,0.19942372926979238,0.1724201447542185,1.0522188664695087
0,9739,0.19888938142570656,0.17083520242637085,1.0588530868142882
0,9738,0.19480213304323254,0.1625304830917795,1.087809066213099
0,9737,0.2062420414254868,,
0,9736,0.199958717916704,0.17601986196975436,1.0337396921034407
0,9735,0.19945928200896404,0.18995680766249307,0.9552660114786354
0,9734,0.19043353226339588,0.15442203843587815,1.116638104314345
0,9733,0.22562805799207578,0.19214080008420933,1.0806036921938436
0,9732,0.20712768861128952,0.17903063040192918,1.0563984955350498
0,9731,0.2090092669771498,0.1640519265882766,1.1643219982202855
0,9730,0.26444152610563626,0.20758245728094302,1.1871982311689335
0,9729,0.19909661383163957,0.1684955162221166,1.074785952125348
0,9728,0.20131836919066337,0.18375482810683727,0.9976247757913598
0,9727,0.2348850780677023,0.19781823505860827,1.0963856694174077
0,9726,0.21379408958610363,0.16631357671838765,1.1772586065997137
0,9725,0.22145553978590535,0.2038095357416209,0.9982631040572886
0,9724,0.18121067044871944,0.17660205506109616,0.9241719774566388
0,9723,0.22055189396034197,0.1794871502824008,1.128503592829078
0,9722,0.1933985521019813,,
0,9721,0.22045878914545877,0.17720043378721628,1.1425411598516342
0,9720,0.18125079739136188,0.1761255712266923,0.9269000307811112
0,9719,0.23099893509912686,0.184036343644021,1.1573743038012525
0,9718,0.19528827596048137,0.1837116909822861,0.9650353497512356
0,9717,0.2310274274389086,0.19459091946742593,1.0947449553244386
0,9716,0.2352242254054379,0.17658317113952313,1.2301524771791712
0,9715,0.22925276103448516,0.2021197707167821,1.045186031457064
0,9714,0.24322976525320278,0.2133578303694384,1.0556433052548746
0,9713,0.1930314148045345,,
0,9712,0.29376091623132705,0.228297065445614,1.2079039022821785
0,9711,0.23445789603733055,0.18096576121790214,1.1961262427796608
0,9710,0.23500746565805422,0.19816077593825246,1.0951080738888228
0,9709,0.23252657056733853,0.17577214784504544,1.220481021580607
0,9708,0.2229226725293295,0.18587047280352995,1.1025025623404867
0,9707,0.2505274527465969,0.23471078796932354,0.9906977636536587
0,9706,0.15667786126409894,,
0,9705,0.18158444147867844,0.16418783616238372,0.9963249732878597
0,9704,0.22825796805919593,0.1825368630479703,1.1518657905496086
0,9703,0.19122944256643712,0.17845252430212974,0.9707312532780447
0,9702,0.21614511824609664,0.17053179805681068,1.1619247583379548
0,9701,0.19188886603998767,0.2144035035926003,0.8110355620419494
0,9700,0.1809170514855748,,
0,9699,0.25091058215688283,0.19848091679376265,1.1734658722828015
0,9698,0.17317051097944802,0.16816269112300034,0.9227404125327101
0,9697,0.173645580926326,0.17822996150001155,0.8732851626987302
0,9696,0.22129226795841567,,
0,9695,0.24658662457681668,0.18123084557440342,1.2613008776310741
0,9694,0.18208564777006053,,
0,9693,0.24376573275378913,0.1871853874211646,1.2061076768018182
0,9692,0.20017429982655383,0.18473740708184605,0.9861256726735552
0,9691,0.17344979244106118,,
0,9690,0.22348243619227806,0.17973415908547663,1.143257560153361
0,9689,0.27274906971360063,0.22209489647922953,1.147028021589073
0,9688,0.33217947731898323,0.19393046308255188,1.620062533369211
0,9687,0.22974987674508152,0.18578596869979835,1.1397517165961917
0,9686,0.1955152044304373,0.15700323722920428,1.1306467787749384
0,9685,0.20275686330202436,0.17562073819913757,1.0520219035438019
0,9684,0.2318213403393566,0.2122925584614619,1.0072012975347522
0,9683,0.1850161294700383,0.17186776543871587,0.9717711116084328
0,9682,0.22939320387306872,0.1991118347670128,1.0616807590589818
0,9681,0.22241407681000958,0.17996779845567806,1.1358369584120467
0,9680,0.16341519235360663,,
0,9679,0.225663197455717,0.20734214780007168,1.001548405179804
0,9678,0.19512409362091862,0.1639341920315277,1.0804585146389367
0,9677,0.1767930282904182,0.1504864369274972,1.0551982725654077
0,9676,0.21957957078977405,0.197549584108462,1.0203998742872546
0,9675,0.2204116599505299,0.20054283102400972,1.009318851823212
0,9674,0.16373796767847648,0.17133383816512116,0.8506081999868764
0,9673,0.23701803683485764,0.1971858975742983,1.1107185631889986
0,9672,0.34951131668541313,0.20290096655322876,1.6338577499996527
0,9671,0.1919051622096194,0.16917985359694104,1.0279306815333702
0,9670,0.1948792302500813,0.17290629410137867,1.0229773946018021
0,9669,0.19704348559910742,0.20282001590865759,0.8827702965950944
0,9668,0.22628142849590674,0.17247577091244196,1.2075981883950626
0,9667,0.18250813570682348,0.17951956755088452,0.9163799687752363
0,9666,0.20956229829735037,0.17807664014124783,1.0757295181749045
0,9665,0.19442482079291137,0.19170142979479132,0.9203104065617407
0,9664,0.21018730519082945,0.18342002543340172,1.0477989234638454
0,9663,0.20187187229918155,0.17053076420693505,1.0782328523201679
0,9662,0.18297056941286247,0.18740698459657654,0.8802797279300341
0,9661,0.22945985619964876,0.17308505528093515,1.2217106546629766
0,9660,0.14882204638202223,,
0,9659,0.20286490049922806,0.21201747250484235,0.8719323851717262
0,9658,0.20358580055260128,0.17501122243087383,1.060422285924574
0,9657,0.19760000414948106,0.1811676928159749,0.9913467537057712
0,9656,0.14776954811365467,,
0,9655,0.21289859345713366,0.1634090608894356,1.1927037117544188
0,9654,0.22018585514653385,0.19862793118716734,1.0179125057493243
0,9653,0.26581009816854345,0.2008830473502574,1.2336038378413516
0,9652,0.2132287089558282,0.1712675425220298,1.139904888462543
0,9651,0.30012245703636886,0.22702671721300027,1.2426839470689999
0,9650,0.273910309730906,0.21143695185068404,1.2103386257272044
0,9649,0.18987709188757354,0.1704218313367102,1.0085391674261974
0,9648,0.1948395163091252,0.1697186116116007,1.0419571232047349
0,9647,0.20187794132714612,0.1569409998957759,1.1716373761430028
0,9646,0.20012546739574216,0.16542598614108603,1.1009483554803399
0,9645,0.17739502049947486,0.18953325816329097,0.8409870755355732
0,9644,0.21714144801971394,0.16760227838403793,1.1881786449430496
0,9643,0.20374375512532827,0.15612629032239628,1.1897019697436786
0,9642,0.18933036479852308,0.1668918797666264,1.02659497297354
0,9641,0.23623925854629835,0.18407558051000517,1.1855959271818581
0,9640,0.21408562311534843,0.17569648271528224,1.1160475160627261
0,9639,0.25745268736530336,0.22132304863137112,1.0819148247145665
0,9638,0.19526897440992463,0.1671631315854901,1.060454974303148
0,9637,0.20227609426300933,0.177591973523114,1.0376375159715503
0,9636,0.21816716039972298,0.18745296028168412,1.067826083402115
0,9635,0.19795650923428512,0.17643948378177057,1.0199333243168214
0,9634,0.3164460314765452,0.1978404284360634,1.5085189303105193
0,9633,0.2066474997761157,0.17970898474509747,1.0497388321663317
0,9632,0.2397869766749753,0.19838211397762517,1.1179786938856286
0,9631,0.21018622573064155,0.19752473076670377,0.9729729790525952
0,9630,0.1922789184066874,0.18145750197834631,0.9604393122720518
0,9629,0.18554451468970454,0.1523050227174291,1.10005902432088
0,9628,0.210380553788992,0.1882457423207112,1.0219649667360677
0,9627,0.19893918063639843,,
0,9626,0.24105583924134777,0.20126024936011577,1.1082955524030633
0,9625,0.2752994677524212,0.2072660370746644,1.241397150174358
0,9624,0.2589019126929232,0.23160174144969742,1.0401558778660813
0,9623,0.19582919607769417,,
0,9622,0.2533975540864609,0.20072169610174567,1.1727559036126225
0,9621,0.23271926438378604,0.21291506086934348,1.0084738181840023
0,9620,0.23641373117539355,0.16405201087259746,1.331368814156221
0,9619,0.19939341721480897,0.19242200781984087,0.942685398983272
0,9618,0.20879682802070446,0.1905798889279372,1.001138310521575
0,9617,0.21129245107874034,0.17492275573204727,1.1050160413367396
0,9616,0.24993156102907668,0.2125315230689305,1.0912807553440163
0,9615,0.21090079678610513,0.18531033730648935,1.0409607990031433
0,9614,0.18362568209440105,0.20679556899359527,0.8009150432982958
0,9613,0.22470162031962038,0.18980814371568078,1.089002907215851
0,9612,0.2731273979959807,0.22545951475261672,1.1315885172374152
0,9611,0.2788693077783518,0.19996799710518198,1.3045552866198689
0,9610,0.15021759517796976,,
0,9609,0.22954207698780377,0.18077749272161392,1.1701792839530383
0,9608,0.25716276630708895,0.21419136466934918,1.1165845396068537
0,9607,0.19901581348714353,,
0,9606,0.22028244022757476,0.1776008752315092,1.1389720910096433
0,9605,0.2039772140054057,0.19214340421516524,0.9679083951127746
0,9604,0.153418194755109,,
0,9603,0.18130439056211778,,
0,9602,0.21974662452697752,0.21384486818997633,0.9434251391422173
0,9601,0.13337724739183776,,
0,9600,0.16710692860479806,,
0,9599,0.24532433209708543,0.20386518806953066,1.1150718484587656
0,9598,0.20627744736960693,0.18512618456496172,1.017022242488552
0,9597,0.2827237350551664,0.21098790089997183,1.254686803963562
0,9596,0.18324287396989358,0.16688000810435594,0.9901897527866934
0,9595,0.2174246870717826,0.19202834504910665,1.0385169284294178
0,9594,0.16541411452748017,,
0,9593,0.19684789069086445,,
0,9592,0.3482052313682129,0.21555929722321077,1.531853349040597
0,9591,0.24096368584580927,0.1892430767584108,1.1781867514786102
0,9590,0.18256776857099805,0.1612192757681704,1.0207698042735454
0,9589,0.19885261516283323,0.16059054850259935,1.1261722240142042
0,9588,0.1830116596785052,,
0,9587,0.26708317857476543,0.1905228456388181,1.3073664616943763
0,9586,0.21119154379739524,0.18704595682064618,1.0328560268353832
0,9585,0.21725509480923694,0.21722193312025798,0.9172881022973207
0,9584,0.20280028667225097,0.1937660291315892,0.9537290282537119
0,9583,0.35060007822046013,0.22280756787184872,1.4927683175095754
0,9582,0.22867596576716745,0.19051019883217055,1.1058513772943037
0,9581,0.2066365705306129,0.19329974863529345,0.9758759225627409
0,9580,0.30292022448122174,0.19828520044628312,1.436921282273957
0,9579,0.17603131203717048,0.16333725001250887,0.9675154444259835
0,9578,0.2741887961415338,0.19382657714026552,1.3217423529908332
0,9577,0.19625169320690616,0.18552357830064348,0.9608034452529095
0,9576,0.2083311798214796,0.19947149017766969,0.9541773596414768
0,9575,0.2591228620251688,0.20505401325368702,1.1758992579523837
0,9574,0.2578120205117122,0.19406365207769732,1.2357389853495007
0,9573,0.16816052853596622,,
0,9572,0.2628444672194881,0.21991392305306307,1.1133650103654855
0,9571,0.15867736823541073,0.19753518334870032,0.712163604734044
0,9570,0.22949353263216815,0.19510636987162375,1.083990916192674
0,9569,0.24135230330936686,0.22103716410239432,1.0104739816780317
0,9568,0.2175365167462301,0.17640512261918206,1.1311265443066718
0,9567,0.17794123155477315,0.15674136263409014,1.02041496173638
0,9566,0.22344961649271225,0.18442265599293586,1.1140150616884177
0,9565,0.2020012226597622,0.1900178243351568,0.9683366458044357
0,9564,0.22815004249801546,0.20805784186996806,1.010055860472469
0,9563,0.2033816485174359,0.17199571545437098,1.0778271309125493
0,9562,0.2061632963877321,0.1841184806184462,1.0219685484895353
0,9561,0.19082460368459764,0.17819900070977368,0.9698404760757939
0,9560,0.21649021174683142,0.20266875119262936,0.9793824187438428
0,9559,0.24512124188159046,0.232993034961682,0.9747984179825067
0,9558,0.23556003989523502,0.190222558504602,1.1437131410992543
0,9557,0.22306582236004993,0.19515545165386852,1.050781931133334
0,9556,0.2127981441642246,0.17584563166860678,1.107779262503007
0,9555,0.3077903126362561,0.17994085334849158,1.6104753714545246
0,9554,0.21133379213607872,0.1891463667500104,1.022138545180742
0,9553,0.19046066516478988,0.1860236557907335,0.9270899683790688
0,9552,0.20508548350979824,0.16455782156232884,1.1368981536920548
0,9551,0.19615251477238974,0.16776373460046037,1.0619250650128342
0,9550,0.2971981258537968,0.21755952120147692,1.283318350361866
0,9549,0.17211690522010714,,
0,9548,0.18302557956337948,,
0,9547,0.3581404652773392,0.2103045031319428,1.617371288830362
0,9546,0.1872110350087102,,
0,9545,0.24158596717078182,0.19547274802250278,1.143821680682786
0,9544,0.18905336444620735,0.16829008769977147,1.0164197237294543
0,9543,0.23027931648597927,0.17857864224031908,1.1887161522950103
0,9542,0.23537324847156385,0.18116865307415594,1.1998391817959184
0,9541,0.20672646478563161,0.1907918753917167,0.9891745358556566
0,9540,0.27317501911062264,0.17321722324541353,1.4731503849885157
0,9539,0.23995634277417463,0.19617677938605343,1.1314098613954202
0,9538,0.2214454480667486,0.20046125302383988,1.0148866426698122
0,9537,0.1860766829274063,,
0,9536,0.24815842258165768,0.1886441773852593,1.2200664010509892
0,9535,0.20235706042392038,0.18300540506692825,1.007385876698548
0,9534,0.18056115092608488,0.19875853909776284,0.8178826009891649
0,9533,0.2978612068970842,0.22192868214686493,1.2610411785885407
